OID_,Join_Count,Survey_to_Reef_Dist,TARGET_FID,SPECIES_CD,LIFE_STAGE,PRES,PRES2,N,SOURCE,LON_M,LAT_M,Habitat,Mangrove_Dist,Depth,StDev_Depth,Slope,Curvature,Plan_Curve,BPI_Fine,BPI_Broad,Rugosity,Mean_Sum_Temp,Mean_Sum_DO,Mean_Sum_Sal,Mean_Win_Temp,Mean_Win_DO,Mean_Win_Sal,OBJECTID_1,Source_1,Zone_,GeoForm,GeoformDet,GeoformD_1,BioCover,BioCoverDe,PercentBio,PercentCor,CMECS_Geo,CMECS_Bio,ClassLv0,ClassLv1,ClassLv2,ClassLv3,ClassLv4,Shape_Leng,AREA,PERIMETER,PA_Ratio,NEAR_FID,NEAR_DIST,Patch_ID,Coral_Reef_and_Hardbottom,Not_Classified,Seagrass,Unconsolidated_Sediment,Reef_Dist
225,1,12.480204644634584,472,LUT GRIS,SUBADULT,0,ABSENCE,0.000000000000000,REEF VISUAL CENSUS,278542.302299999981187,106677.426800000001094,8,5407.529297000000042,-4.815015793000000,0.139964744000000,1.925897598000000,-0.270256042000000,0.097759463000000,-9,137,1.000067592000000,30.433462140000000,6.133766174000000,35.514602660000001,23.381029130000002,6.923490524000000,36.262386319999997,0,Unified Patch Reef Map v1.3, ,Coral Reef and Hardbottom,Individual Patch Reef, , , , , ,G_B_S_P_I,B_R_S_C,Coral Reef and Hardbottom,Individual or Aggregated Patch Reef,Individual or Aggregated Patch Reef,Individual Patch Reef,Individual Patch Reef,194.177674510999992,2338.550954179218479,193.958072920354425,12.0569921064307,5415,1.686328079442997,5416,207240.088299645256484,,511423.144632994430140,66732.880281653313432,838.5534058
226,1,5.804603473073414,474,LUT GRIS,SUBADULT,0,ABSENCE,0.000000000000000,REEF VISUAL CENSUS,279178.928200000023935,107857.642399999996996,3,5553.757324000000153,-8.403960228000001,0.073057301000000,1.006839275000000,-0.204498291000000,-0.071241379000000,-9,-8,1.000007987000000,30.432943340000001,6.126602173000000,35.511173249999999,23.369052889999999,6.921669006000000,36.249900820000001,0,Unified Patch Reef Map v1.3,Lagoon,Coral Reef and Hardbottom,Individual Patch Reef, ,Algae, ,50%-90%,10%-50%,G_B_S_P_I,B_A_B__P,Coral Reef and Hardbottom,Individual or Aggregated Patch Reef,Individual or Aggregated Patch Reef,Individual Patch Reef,"Individual Patch Reef, Algae (Discontinuous)",99.386899881299996,703.879860365914169,99.409691232241059,7.08059598255374,4977,10.390158655282066,5063,128581.952368555183057,,477730.047856820048764,179084.594005199673120,1717.4368896
227,1,1.341271061434726,475,LUT GRIS,SUBADULT,0,ABSENCE,0.000000000000000,REEF VISUAL CENSUS,279195.040199999988545,107857.736999999993714,3,5568.757324000000153,-8.548053741000000,0.063120365000000,0.865169704000000,0.298336029000000,0.107205026000000,-9,-8,1.000012994000000,30.432617189999998,6.126739979000000,35.511131290000002,23.370439529999999,6.921524525000000,36.250587459999998,0,Unified Patch Reef Map v1.3,Lagoon,Coral Reef and Hardbottom,Individual Patch Reef, ,Algae, ,50%-90%,10%-50%,G_B_S_P_I,B_A_B__P,Coral Reef and Hardbottom,Individual or Aggregated Patch Reef,Individual or Aggregated Patch Reef,Individual Patch Reef,"Individual Patch Reef, Algae (Discontinuous)",99.386899881299996,703.879860365914169,99.409691232241059,7.08059598255374,4977,10.390158655282066,5063,125236.178145451282035,,473782.873663544713054,186377.210519103304250,1732.4368896
228,1,0.000000000000000,476,LUT GRIS,SUBADULT,0,ABSENCE,0.000000000000000,REEF VISUAL CENSUS,269883.650499999988824,85665.197570000003907,1,7450.981445000000349,-7.001549244000000,0.371162862000000,5.143974304000000,0.239843369000000,0.352166384000000,605,-8,1.000148296000000,30.052196500000001,6.199876308000000,35.690296170000003,23.549734120000000,6.883829594000000,36.390773770000003,0,Unified Patch Reef Map v1.3,Lagoon,Coral Reef and Hardbottom,Individual Patch Reef, ,Algae, ,50%-90%,10%-50%,G_B_S_P_I,B_A_B__P,Coral Reef and Hardbottom,Individual or Aggregated Patch Reef,Individual or Aggregated Patch Reef,Individual Patch Reef,"Individual Patch Reef, Algae (Discontinuous)",389.665613129000008,8843.080287423434129,389.708722594594178,22.6915123391341,5134,9.855370987557135,5639,94595.730147926253267,,157141.971999671863159,533658.425454660085961,483.7615356
229,1,0.000000000000000,477,LUT GRIS,SUBADULT,0,ABSENCE,0.000000000000000,REEF VISUAL CENSUS,269842.183200000028592,85687.140069999994012,1,7414.413085999999566,-5.189838409000000,0.241829202000000,3.322363615000000,1.285196304000000,0.479744643000000,1220,137,1.000286818000000,30.054756160000000,6.199611187000000,35.689376830000000,23.547370910000001,6.883856773000000,36.391716000000002,0,Unified Patch Reef Map v1.3,Lagoon,Coral Reef and Hardbottom,Individual Patch Reef, ,Algae, ,50%-90%,10%-50%,G_B_S_P_I,B_A_B__P,Coral Reef and Hardbottom,Individual or Aggregated Patch Reef,Individual or Aggregated Patch Reef,Individual Patch Reef,"Individual Patch Reef, Algae (Discontinuous)",389.665613129000008,8843.080287423434129,389.708722594594178,22.6915123391341,5134,9.855370987557135,5639,93815.134406653887709,,159091.136060536926379,532489.564419728121720,530.3300781
230,1,0.000000000000000,483,LUT GRIS,SUBADULT,0,ABSENCE,0.000000000000000,REEF VISUAL CENSUS,272890.155700000002980,92120.436360000006971,1,7595.035644999999931,-5.641856194000000,0.387822062000000,5.257931232000000,-0.796443939000000,0.450948656000000,605,64,1.000839710000000,30.317541120000001,6.154611111000000,35.621524809999997,23.606307980000000,6.895105839000000,36.435203549999997,0,Unified Patch Reef Map v1.3,Lagoon,Coral Reef and Hardbottom,Aggregated Patch Reef, ,Algae, ,50%-90%,10%-50%,G_B_S_AP,B_A_B__P,Coral Reef and Hardbottom,Individual or Aggregated Patch Reef,Individual or Aggregated Patch Reef,Aggregated Patch Reef,"Aggregated Patch Reef, Algae (Discontinuous)",292.748838186999990,4478.901373958922704,292.761849177885949,15.2987876888204,2653,35.543199213075184,5633,101561.636819456020021,,245374.451359071012121,438460.252602096821647,1063.5891113
231,1,6.960064582238779,484,LUT GRIS,SUBADULT,0,ABSENCE,0.000000000000000,REEF VISUAL CENSUS,272845.678100000019185,92142.353300000002491,3,7541.751465000000280,-5.405462742000000,0.371571451000000,5.168152809000000,0.820222855000000,0.496485233000000,605,64,1.000109553000000,30.319894789999999,6.154023170000000,35.623771669999996,23.600614550000000,6.895412445000000,36.433631900000002,0,Unified Patch Reef Map v1.3,Lagoon,Coral Reef and Hardbottom,Aggregated Patch Reef, ,Algae, ,50%-90%,10%-50%,G_B_S_AP,B_A_B__P,Coral Reef and Hardbottom,Individual or Aggregated Patch Reef,Individual or Aggregated Patch Reef,Aggregated Patch Reef,"Aggregated Patch Reef, Algae (Discontinuous)",292.748838186999990,4478.901373958922704,292.761849177885949,15.2987876888204,2653,35.543199213075184,5633,123968.556730689917458,,261673.122154948534444,399754.354954694805201,1108.0865479
232,1,0.000000000000000,509,LUT GRIS,SUBADULT,0,ABSENCE,0.000000000000000,REEF VISUAL CENSUS,275564.830200000025798,91403.915320000000065,1,10566.198239999999714,-14.287263870000000,0.124441668000000,1.708175898000000,0.094497681000000,0.063976169000000,605,-8,1.000040531000000,30.227413179999999,6.162473202000000,35.517498019999998,23.869222640000000,6.890805721000000,36.373516080000002,0,Keys NOAA,Bank/Shelf,Coral Reef and Hardbottom,Individual Patch Reef, ,Algae, ,50%-90%,10%-50%,G_B_S_P_I,B_A_B__P,Coral Reef and Hardbottom,Individual or Aggregated Patch Reef,Individual or Aggregated Patch Reef,Individual Patch Reef,"Individual Patch Reef, Algae (Discontinuous)",535.105813015999956,11361.842113958753544,525.903106507918665,21.6044400068355,5036,52.830553282330570,5037,342123.452149335644208,,,117484.394025646630325,900.4772949
233,1,0.000000000000000,510,LUT GRIS,SUBADULT,0,ABSENCE,0.000000000000000,REEF VISUAL CENSUS,275558.006799999973737,91361.781650000004447,5,10579.837890000000698,-15.392956730000000,0.318159491000000,4.430397511000000,-0.744434357000000,-0.301257789000000,-9,-81,1.000095844000000,30.225503920000001,6.162732124000000,35.517601010000000,23.871702190000001,6.890331268000000,36.371807099999998,0,Keys NOAA,Bank/Shelf,Coral Reef and Hardbottom,Individual Patch Reef, ,Algae, ,50%-90%,10%-50%,G_B_S_P_I,B_A_B__P,Coral Reef and Hardbottom,Individual or Aggregated Patch Reef,Individual or Aggregated Patch Reef,Individual Patch Reef,"Individual Patch Reef, Algae (Discontinuous)",535.105813015999956,11361.842113958753544,525.903106507918665,21.6044400068355,5036,52.830553282330570,5037,337378.242779430933297,,,129188.718123900849605,853.4061890
234,1,0.000000000000000,536,LUT GRIS,SUBADULT,0,ABSENCE,0.000000000000000,REEF VISUAL CENSUS,270793.640899999998510,87569.712769999998272,1,7384.707519999999931,-6.825334072000000,0.185149372000000,2.550003052000000,-0.464565277000000,0.095036454000000,605,64,1.000108600000000,30.145900730000001,6.184912205000000,35.585052490000002,23.585344310000000,6.888309002000000,36.437633509999998,0,Keys NOAA,Lagoon,Coral Reef and Hardbottom,Individual Patch Reef, ,Unknown, , , ,G_B_S_P_I,B_R_S_C,Coral Reef and Hardbottom,Individual or Aggregated Patch Reef,Individual or Aggregated Patch Reef,Individual Patch Reef,Individual Patch Reef,832.654769962000046,46844.922568818888976,832.457795516055057,56.2730300816979,5118,10.451215972422638,5651,156887.708070128021063,,289068.347832416533493,339440.245601064059883,1709.5941162
235,1,0.000000000000000,537,LUT GRIS,SUBADULT,0,ABSENCE,0.000000000000000,REEF VISUAL CENSUS,270801.599300000001676,87590.801709999999730,1,7381.423340000000280,-5.950722694000000,0.360656619000000,4.999993801000000,-0.408243179000000,0.314128101000000,605,137,1.000328302000000,30.146951680000001,6.184752941000000,35.584815980000002,23.585309980000002,6.888344765000000,36.438076019999997,0,Keys NOAA,Lagoon,Coral Reef and Hardbottom,Individual Patch Reef, ,Unknown, , , ,G_B_S_P_I,B_R_S_C,Coral Reef and Hardbottom,Individual or Aggregated Patch Reef,Individual or Aggregated Patch Reef,Individual Patch Reef,Individual Patch Reef,832.654769962000046,46844.922568818888976,832.457795516055057,56.2730300816979,5118,10.451215972422638,5651,152512.552635955013102,,295086.015904645086266,337797.376902214775328,1687.5230713
236,1,7.141474283814296,538,LUT GRIS,SUBADULT,0,ABSENCE,0.000000000000000,REEF VISUAL CENSUS,270893.739599999971688,87714.243400000006659,8,7424.646483999999873,-9.112296104000000,0.381821483000000,5.191088200000000,-1.530620575000000,0.045258839000000,-9,-8,1.000767231000000,30.151601790000001,6.183995247000000,35.582733150000003,23.589988710000000,6.888350964000000,36.441059109999998,0,Keys NOAA,Lagoon,Coral Reef and Hardbottom,Individual Patch Reef, ,Unknown, , , ,G_B_S_P_I,B_R_S_C,Coral Reef and Hardbottom,Individual or Aggregated Patch Reef,Individual or Aggregated Patch Reef,Individual Patch Reef,Individual Patch Reef,832.654769962000046,46844.922568818888976,832.457795516055057,56.2730300816979,5118,10.451215972422638,5651,117325.030163807416102,,306259.835613142291550,361811.235757851041853,1523.1728516
237,1,6.004946934665592,539,LUT GRIS,SUBADULT,0,ABSENCE,0.000000000000000,REEF VISUAL CENSUS,270389.308299999975134,86188.449800000002142,5,7682.869628999999804,-8.303652763000001,0.038599331000000,0.539319158000000,0.032566071000000,0.043524954000000,-9,-8,1.000002384000000,30.071529389999998,6.195979118000000,35.641677860000001,23.579742430000000,6.884387493000000,36.398082729999999,0,Unified Patch Reef Map v1.3, ,Coral Reef and Hardbottom,Individual Patch Reef, , , , , ,G_B_S_P_I,B_R_S_C,Coral Reef and Hardbottom,Individual or Aggregated Patch Reef,Individual or Aggregated Patch Reef,Individual Patch Reef,Individual Patch Reef,289.049581648000014,4065.151249089725752,288.913936544230069,14.070457443881,5137,119.617972171989052,5124,191130.733252253819956,,56521.541717481173691,537743.466818756307475,715.0000000
238,1,0.000000000000000,540,LUT GRIS,SUBADULT,0,ABSENCE,0.000000000000000,REEF VISUAL CENSUS,270379.491500000003725,86136.334220000004279,1,7695.651367000000391,-8.044004440000000,0.003365790000000,0.027401546000000,0.053153992000000,0.020254442000000,-9,-8,1.000000596000000,30.068288800000001,6.196434975000000,35.645706179999998,23.579582210000002,6.884237766000000,36.396331789999998,0,Unified Patch Reef Map v1.3, ,Coral Reef and Hardbottom,Individual Patch Reef, , , , , ,G_B_S_P_I,B_R_S_C,Coral Reef and Hardbottom,Individual or Aggregated Patch Reef,Individual or Aggregated Patch Reef,Individual Patch Reef,Individual Patch Reef,289.049581648000014,4065.151249089725752,288.913936544230069,14.070457443881,5137,119.617972171989052,5124,195874.000601764069870,,47842.351954025791201,541679.871297213830985,660.0000000
239,1,6.830757575120469,541,LUT GRIS,SUBADULT,0,ABSENCE,0.000000000000000,REEF VISUAL CENSUS,270087.068199999979697,85925.459010000005946,5,7492.636230000000069,-8.092581749000001,0.172330007000000,2.360466242000000,0.954372406000000,0.447442442000000,-9,-8,1.000138760000000,30.062261580000001,6.197927952000000,35.674636839999998,23.565612789999999,6.882696152000000,36.389743799999998,0,Keys NOAA,Lagoon,Coral Reef and Hardbottom,Individual Patch Reef, ,Algae, ,50%-90%,10%-50%,G_B_S_P_I,B_A_B__P,Coral Reef and Hardbottom,Individual or Aggregated Patch Reef,Individual or Aggregated Patch Reef,Individual Patch Reef,"Individual Patch Reef, Algae (Discontinuous)",246.741995325999994,4532.102504496948313,246.791651225091385,18.3640835579294,5123,19.251795324346304,4274,167638.482725622918224,,151229.367916488496121,466528.501902435033116,563.9087524
240,1,0.000000000000000,542,LUT GRIS,SUBADULT,0,ABSENCE,0.000000000000000,REEF VISUAL CENSUS,270075.836599999980535,85951.987489999999525,1,7467.280762000000323,-7.459374428000000,0.037366588000000,0.464570343000000,0.313327789000000,0.016022248000000,-9,-8,1.000027418000000,30.064275739999999,6.197679520000000,35.673641199999999,23.564821240000001,6.882654667000000,36.390266420000003,0,Keys NOAA,Lagoon,Coral Reef and Hardbottom,Individual Patch Reef, ,Algae, ,50%-90%,10%-50%,G_B_S_P_I,B_A_B__P,Coral Reef and Hardbottom,Individual or Aggregated Patch Reef,Individual or Aggregated Patch Reef,Individual Patch Reef,"Individual Patch Reef, Algae (Discontinuous)",246.741995325999994,4532.102504496948313,246.791651225091385,18.3640835579294,5123,19.251795324346304,4274,171895.718929641327122,,161132.431185540597653,452367.949137627962045,595.1219482
241,1,0.436162550802539,572,LUT GRIS,SUBADULT,0,ABSENCE,0.000000000000000,REEF VISUAL CENSUS,245019.186599999986356,67515.864849999998114,1,2298.771972999999889,-3.660161018000000,0.008642190000000,0.091409914000000,0.068436623000000,0.016507272000000,605,64,1.000002146000000,30.654888150000001,6.106076241000000,35.970775600000003,24.062591550000000,6.884538651000000,36.343013759999998,0,Unified Patch Reef Map v1.3, ,Coral Reef and Hardbottom,Aggregated Patch Reef, , , , , ,G_B_S_AP,B_R_S__S,Coral Reef and Hardbottom,Individual or Aggregated Patch Reef,Individual or Aggregated Patch Reef,Aggregated Patch Reef,Aggregated Patch Reef,372.315232585999979,4130.696335767652272,372.432575067084713,11.0911252460223,1294,35.174112298827666,1295,452614.988747777650133,,332781.249856615031604,,202.4264069
242,1,0.000000000000000,574,LUT GRIS,SUBADULT,0,ABSENCE,0.000000000000000,REEF VISUAL CENSUS,245587.964399999997113,68677.494670000000042,1,1944.005370999999968,-4.145613670000000,0.356208533000000,4.339845657000000,0.791710854000000,1.983928442000000,-9,-8,1.003743649000000,30.670782089999999,6.100606441000000,35.962593079999998,24.029165270000000,6.893522263000000,36.322696690000001,0,Unified Patch Reef Map v1.3, ,Coral Reef and Hardbottom,Aggregated Patch Reef, , , , , ,G_B_S_AP,B_R_S__S,Coral Reef and Hardbottom,Individual or Aggregated Patch Reef,Individual or Aggregated Patch Reef,Aggregated Patch Reef,Aggregated Patch Reef,463.018411135000008,6871.257954223820889,463.014916716040091,14.8402518064831,1104,8.987192887745868,1103,667423.295665533980355,,87834.462811582750874,30138.945971794677462,880.1219482
243,1,0.000000000000000,577,LUT GRIS,SUBADULT,0,ABSENCE,0.000000000000000,REEF VISUAL CENSUS,189938.977000000013504,36550.406029999998282,1,2938.284180000000106,-9.094593048000000,0.019114824000000,0.263605744000000,-0.086559296000000,-0.040026046000000,-9,-8,1.000001192000000,30.581783290000001,6.073078632000000,35.549968720000003,23.962053300000001,6.911438942000000,35.836814879999999,0,Unified Patch Reef Map v1.3, ,Coral Reef and Hardbottom,Aggregated Patch Reef, , , , , ,G_B_S_AP,B_R_S__S,Coral Reef and Hardbottom,Individual or Aggregated Patch Reef,Individual or Aggregated Patch Reef,Aggregated Patch Reef,Aggregated Patch Reef,364.428911017000019,5580.220498916349243,364.428249286894129,15.3122610824919,1058,13.327153231467536,1057,401077.626905723183881,,263405.455438855511602,120913.500286088310531,3661.3098145
244,1,0.000000000000000,578,LUT GRIS,SUBADULT,0,ABSENCE,0.000000000000000,REEF VISUAL CENSUS,189969.342299999989336,36550.384080000003451,1,2930.000000000000000,-9.167717934000001,0.019094411000000,0.263333052000000,-0.084068298000000,-0.034532238000000,-9,-8,1.000001311000000,30.581707000000002,6.073085308000000,35.549274439999998,23.961475369999999,6.911542892000000,35.836956020000002,0,Unified Patch Reef Map v1.3, ,Coral Reef and Hardbottom,Individual Patch Reef, , , , , ,G_B_S_P_I,B_R_S_C,Coral Reef and Hardbottom,Individual or Aggregated Patch Reef,Individual or Aggregated Patch Reef,Individual Patch Reef,Individual Patch Reef,606.402605145000052,11658.448229940924648,606.517230263950637,19.2219571814428,1057,13.327153231467536,1058,385058.214342042861972,,270391.390708872408140,129946.065612999547739,3648.8835449
245,1,0.000000000000000,579,LUT GRIS,SUBADULT,0,ABSENCE,0.000000000000000,REEF VISUAL CENSUS,193036.512300000002142,37102.316310000001977,1,3387.335692999999992,-7.531731606000000,0.041749343000000,0.575977027000000,-0.166868210000000,-0.058989152000000,-9,137,1.000005126000000,30.579051969999998,6.074495792000000,35.510974879999999,23.870775219999999,6.929973125000000,35.813205719999999,0,Unified Patch Reef Map v1.3,Lagoon,Coral Reef and Hardbottom,Individual Patch Reef, ,Algae, ,50%-90%,10%-50%,G_B_S_P_I,B_A_B__P,Coral Reef and Hardbottom,Individual or Aggregated Patch Reef,Individual or Aggregated Patch Reef,Individual Patch Reef,"Individual Patch Reef, Algae (Discontinuous)",156.497792105999991,1453.272421167587254,156.490171893845485,9.28666895550098,367,20.553941330708827,690,138982.032889468682697,,543845.547034295159392,102568.657920897632721,2803.8330078
246,1,0.000000000000000,580,LUT GRIS,SUBADULT,0,ABSENCE,0.000000000000000,REEF VISUAL CENSUS,193056.760500000003958,37113.382339999996475,1,3385.620116999999937,-7.776340485000000,0.049651001000000,0.689770520000000,0.119606018000000,0.032523386000000,-9,137,1.000004411000000,30.579145430000001,6.074505329000000,35.510974879999999,23.869976040000001,6.930134773000000,35.812965390000002,0,Unified Patch Reef Map v1.3,Lagoon,Coral Reef and Hardbottom,Individual Patch Reef, ,Algae, ,50%-90%,10%-50%,G_B_S_P_I,B_A_B__P,Coral Reef and Hardbottom,Individual or Aggregated Patch Reef,Individual or Aggregated Patch Reef,Individual Patch Reef,"Individual Patch Reef, Algae (Discontinuous)",156.497792105999991,1453.272421167587254,156.490171893845485,9.28666895550098,367,20.553941330708827,690,135310.370055652398150,,538192.934402096201666,111893.045083206496201,2805.5485840
247,1,6.473349904662745,581,LUT GRIS,SUBADULT,0,ABSENCE,0.000000000000000,REEF VISUAL CENSUS,193623.748900000005960,37534.004469999999856,2,3520.767334000000119,-8.948644637999999,0.023983186000000,0.322792709000000,0.126129150000000,0.045327995000000,-9,64,1.000002861000000,30.585121149999999,6.074453831000000,35.510974879999999,23.844057079999999,6.935821056000000,35.806819920000002,0,Unified Patch Reef Map v1.3,Lagoon,Coral Reef and Hardbottom,Individual Patch Reef, ,Algae, ,50%-90%,10%-50%,G_B_S_P_I,B_A_B__P,Coral Reef and Hardbottom,Individual or Aggregated Patch Reef,Individual or Aggregated Patch Reef,Individual Patch Reef,"Individual Patch Reef, Algae (Discontinuous)",100.431029719999998,649.293137746889215,100.433195259792797,6.46492562610746,784,8.060003652678576,401,161649.067177053279011,,444334.561863856390119,179412.551874660566682,2994.4470215
248,1,0.000000000000000,582,LUT GRIS,SUBADULT,0,ABSENCE,0.000000000000000,REEF VISUAL CENSUS,193603.511900000012247,37545.089930000001914,1,3496.625243999999839,-8.902483940000000,0.006950578000000,0.096782804000000,0.003700256000000,0.000361392000000,-9,64,1.000000119000000,30.585557940000001,6.074368477000000,35.510974879999999,23.844491959999999,6.935751915000000,35.806762700000000,0,Unified Patch Reef Map v1.3,Lagoon,Coral Reef and Hardbottom,Individual Patch Reef, ,Algae, ,50%-90%,10%-50%,G_B_S_P_I,B_A_B__P,Coral Reef and Hardbottom,Individual or Aggregated Patch Reef,Individual or Aggregated Patch Reef,Individual Patch Reef,"Individual Patch Reef, Algae (Discontinuous)",100.431029719999998,649.293137746889215,100.433195259792797,6.46492562610746,784,8.060003652678576,401,144566.696673960104818,,463313.224729725217912,177516.329161485831719,3012.7312012
249,1,0.000000000000000,584,LUT GRIS,SUBADULT,0,ABSENCE,0.000000000000000,REEF VISUAL CENSUS,238661.390400000003865,62573.963009999999485,1,7206.904784999999720,-3.746805191000000,0.041975643000000,0.573785186000000,0.201064110000000,0.052631076000000,605,64,1.000007033000000,30.600902560000002,6.091520309000000,35.558132170000000,24.300741200000001,6.882297516000000,36.260425570000002,0,Unified Patch Reef Map v1.3, ,Coral Reef and Hardbottom,Aggregated Patch Reef, , , , , ,G_B_S_AP,B_R_S__S,Coral Reef and Hardbottom,Individual or Aggregated Patch Reef,Individual or Aggregated Patch Reef,Aggregated Patch Reef,Aggregated Patch Reef,1706.573895060000041,89122.057293962890981,1707.050886745012804,52.2082018679009,1488,25.421192790005723,1141,101961.635107137917657,,417721.384280555008445,274293.968354272656143,4579.2495117
250,1,13.761371344688589,585,LUT GRIS,SUBADULT,0,ABSENCE,0.000000000000000,REEF VISUAL CENSUS,238542.304600000003120,62888.207909999997355,2,6944.539063000000169,-3.871415377000000,0.041808877000000,0.576033771000000,0.243821144000000,0.123108864000000,-9,64,1.000008702000000,30.608974459999999,6.089299679000000,35.574016569999998,24.291219710000000,6.883460522000000,36.255413060000002,0,Keys NOAA,Lagoon,Coral Reef and Hardbottom,Aggregated Patch Reefs, ,Unknown, , , ,G_B_S_AP,B_A_B,Coral Reef and Hardbottom,Individual or Aggregated Patch Reef,Individual or Aggregated Patch Reef,Aggregated Patch Reef,Aggregated Patch Reef,390.557618171999991,5314.265242620777826,390.661328296161912,13.6032539125347,1487,72.248900041922909,1247,109354.841753937813337,,260170.912893505999818,420277.755137361004017,4936.8837891
251,1,3.381718699306921,586,LUT GRIS,SUBADULT,0,ABSENCE,0.000000000000000,REEF VISUAL CENSUS,238575.699300000007497,62868.363449999997101,2,6952.112793000000238,-3.972171783000000,0.033923455000000,0.474383712000000,0.028141022000000,0.015233425000000,-9,64,1.000000119000000,30.608364110000000,6.089546204000000,35.574039460000002,24.291683200000001,6.883397579000000,36.256217960000001,0,Keys NOAA,Lagoon,Coral Reef and Hardbottom,Aggregated Patch Reefs, ,Unknown, , , ,G_B_S_AP,B_A_B,Coral Reef and Hardbottom,Individual or Aggregated Patch Reef,Individual or Aggregated Patch Reef,Aggregated Patch Reef,Aggregated Patch Reef,390.557618171999991,5314.265242620777826,390.661328296161912,13.6032539125347,1487,72.248900041922909,1247,114328.940365178190405,,260587.390624171646778,413597.256360789877363,4904.4575195
252,1,0.000000000000000,653,LUT GRIS,SUBADULT,0,ABSENCE,0.000000000000000,REEF VISUAL CENSUS,245467.968800000002375,66490.517160000003059,1,3335.264893000000029,-5.916165829000000,0.007810401000000,0.106295548000000,0.032079697000000,0.005091770000000,-9,-8,1.000000358000000,30.621110920000000,6.111537933000000,35.722766880000002,24.094186780000001,6.885045528000000,36.327762600000000,0,Keys NOAA,Lagoon,Coral Reef and Hardbottom,Aggregated Patch Reefs, ,Algae, ,50%-90%,10%-50%,G_B_S_AP,B_A_B__P,Coral Reef and Hardbottom,Individual or Aggregated Patch Reef,Individual or Aggregated Patch Reef,Aggregated Patch Reef,"Aggregated Patch Reef, Algae (Discontinuous)",421.195663267999976,8408.055677901755189,421.270370327240414,19.9588109445495,1243,9.779981557220848,1297,110136.685557175995200,,601736.690579063608311,73522.791179239211488,960.5634766
253,1,0.000000000000000,654,LUT GRIS,SUBADULT,0,ABSENCE,0.000000000000000,REEF VISUAL CENSUS,245507.414199999999255,66474.032550000003539,1,3381.478027000000111,-5.954633236000000,0.011588137000000,0.160244659000000,-0.002084732000000,0.012677480000000,-9,-8,1.000000358000000,30.619907380000001,6.111714840000000,35.716510769999999,24.094844819999999,6.885092735000000,36.327011110000001,0,Keys NOAA,Lagoon,Coral Reef and Hardbottom,Aggregated Patch Reefs, ,Algae, ,50%-90%,10%-50%,G_B_S_AP,B_A_B__P,Coral Reef and Hardbottom,Individual or Aggregated Patch Reef,Individual or Aggregated Patch Reef,Aggregated Patch Reef,"Aggregated Patch Reef, Algae (Discontinuous)",421.195663267999976,8408.055677901755189,421.270370327240414,19.9588109445495,1243,9.779981557220848,1297,91854.655751109996345,,619609.856528135016561,73931.510673193784896,992.1320190
254,1,0.000000000000000,659,LUT GRIS,SUBADULT,0,ABSENCE,0.000000000000000,REEF VISUAL CENSUS,238637.087499999994179,63312.713120000000345,1,6480.188965000000280,-3.475880384000000,0.040027693000000,0.512761116000000,0.273818970000000,0.073814951000000,605,64,1.000017762000000,30.618574140000000,6.087439060000000,35.611553190000002,24.275922779999998,6.884595871000000,36.252231600000002,0,Unified Patch Reef Map v1.3, ,Coral Reef and Hardbottom,Aggregated Patch Reef, , , , , ,G_B_S_AP,B_R_S__S,Coral Reef and Hardbottom,Individual or Aggregated Patch Reef,Individual or Aggregated Patch Reef,Aggregated Patch Reef,Aggregated Patch Reef,669.416814623000050,11185.873136372512818,669.368049654948550,16.7110951025205,1126,53.017850302729315,1127,61745.771494974578673,,215886.222326479968615,507764.472201967146248,5322.5336914
255,1,0.000000000000000,687,LUT GRIS,SUBADULT,0,ABSENCE,0.000000000000000,REEF VISUAL CENSUS,203015.831999999994878,38618.332210000000487,1,6662.985351999999693,-6.118351936000000,0.034063410000000,0.469872177000000,0.158823013000000,0.080933221000000,-9,64,1.000003934000000,30.453014370000002,6.123685837000000,35.848617550000000,23.787227630000000,6.881395340000000,36.043586730000001,0,Unified Patch Reef Map v1.3, ,Coral Reef and Hardbottom,Individual Patch Reef, , , , , ,G_B_S_P_I,B_R_S_C,Coral Reef and Hardbottom,Individual or Aggregated Patch Reef,Individual or Aggregated Patch Reef,Individual Patch Reef,Individual Patch Reef,1002.730724730000020,62652.347813299944391,1002.535676248926052,62.4938835570612,1080,947.994408562875378,1010,106883.974819137161830,,455339.492392833461054,223172.745887389406562,257.6345520
256,1,0.000000000000000,688,LUT GRIS,SUBADULT,0,ABSENCE,0.000000000000000,REEF VISUAL CENSUS,202995.593900000007125,38607.251660000001721,1,6664.701172000000042,-6.131992340000000,0.035329312000000,0.487806350000000,-0.159030914000000,-0.071341828000000,-9,64,1.000004172000000,30.453145979999999,6.123583794000000,35.846477510000000,23.786701200000000,6.881698608000000,36.042552950000001,0,Unified Patch Reef Map v1.3, ,Coral Reef and Hardbottom,Individual Patch Reef, , , , , ,G_B_S_P_I,B_R_S_C,Coral Reef and Hardbottom,Individual or Aggregated Patch Reef,Individual or Aggregated Patch Reef,Individual Patch Reef,Individual Patch Reef,1002.730724730000020,62652.347813299944391,1002.535676248926052,62.4938835570612,1080,947.994408562875378,1010,102010.575899614588707,,442393.430696036783047,240991.864217893220484,275.9188232
